image_path,style,landmark
data/Landmarks-v1_0/Pagodas/GiantWildGoosePagoda/GiantWildGoosePagoda-0.jpg,Pagodas,GiantWildGoosePagoda
data/Landmarks-v1_0/Pagodas/GiantWildGoosePagoda/GiantWildGoosePagoda-1.jpg,Pagodas,GiantWildGoosePagoda
data/Landmarks-v1_0/Pagodas/GiantWildGoosePagoda/GiantWildGoosePagoda-19.jpg,Pagodas,GiantWildGoosePagoda
data/Landmarks-v1_0/Pagodas/GiantWildGoosePagoda/GiantWildGoosePagoda-2.jpg,Pagodas,GiantWildGoosePagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda1.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda16.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda0.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda11.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda7.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda13.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda5.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda4.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda12.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda19.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda3.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda15.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda14.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/ShwedagonPagoda/ShwedagonPagoda18.jpeg,Pagodas,ShwedagonPagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-3.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-2.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-1.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-18.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-4.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-19.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-6.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-17.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-9.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-15.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-8.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-11.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-12.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/Pagodas/FogongTemplePagoda/FogongTemplePagoda-13.jpg,Pagodas,FogongTemplePagoda
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_14.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_13.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_7.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_6.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_19.avif,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_12.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_5.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_1.webp,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_4.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_10.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_17.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_16.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_20.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Buckingham Palace/Buckingham Palace_2.jpeg,NeoClassical,Buckingham Palace
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 20.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 4.jpeg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 18.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 9.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 6.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 5.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 8.webp,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 1.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 3.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 14.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 15.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 17.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 11.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Concertgebouw/Concertgebouw - 10.jpg,NeoClassical,Concertgebouw
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_17.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_7.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_2.webp,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_6.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_16.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_1.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_4.webp,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_10.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_13.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_12.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_15.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_9.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_5.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Panth‚on/Panth‚on_8.jpeg,NeoClassical,Panth‚on
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 15.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 8.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 9.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 10.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 13.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 12.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 17.jpeg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 3.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 1.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 5.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 7.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 6.jpg,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 20.avif,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Academy of Athens/Academy of Athens - 14.webp,NeoClassical,Academy of Athens
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 13.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 10.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 14.JPG,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 16.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 17.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 1.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 2.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 6.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 5.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 4.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 9.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 8.jpg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 18.jpeg,NeoClassical,Ripon Building
data/Landmarks-v1_0/NeoClassical/Ripon Building/Ripon Building - 15.jpeg,NeoClassical,Ripon Building
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-7.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-6.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-3.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-1.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-11.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-10.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-12.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-13.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-17.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-16.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-15.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-20.jpg,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Giza/Pyramid of Giza-8.JPG,Pyramids,Pyramid of Giza
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-6.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-12.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-5.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-11.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-4.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-15.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-1.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-3.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-16.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-2.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-19.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-18.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-9.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Pyramid of Djoser/Pyramid of Djoser-8.jpg,Pyramids,Pyramid of Djoser
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-9.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-18.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-19.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-17.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-16.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-14.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-11.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-10.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-12.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-13.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-7.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-1.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-3.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
data/Landmarks-v1_0/Pyramids/Santa Cecilia Acatitlan Pyramid/Santa Cecilia Acatitlan Pyramid-2.jpg,Pyramids,Santa Cecilia Acatitlan Pyramid
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-18.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-9.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-20.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-2.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-11.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-10.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-12.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-1.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-13.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-5.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-16.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-7.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-14.jpg",Pyramids,"El Castillo, Chichen Itza"
"data/Landmarks-v1_0/Pyramids/El Castillo, Chichen Itza/El Castillo, Chichen Itza-15.jpg",Pyramids,"El Castillo, Chichen Itza"
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-13.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-12.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-10.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-11.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-15.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-16.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-17.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-5.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-4.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-7.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-3.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-1.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-8.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-19.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-21.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Pyramids/Louvre Pyramid/Louvre Pyramid-22.jpg,Pyramids,Louvre Pyramid
data/Landmarks-v1_0/Modern/Hallgr¡mskirkja/Hallgr¡mskirkja-11.jpeg,Modern,Hallgr¡mskirkja
data/Landmarks-v1_0/Modern/Hallgr¡mskirkja/Hallgr¡mskirkja-6.jpeg,Modern,Hallgr¡mskirkja
data/Landmarks-v1_0/Modern/Hallgr¡mskirkja/Hallgr¡mskirkja-17.jpg,Modern,Hallgr¡mskirkja
data/Landmarks-v1_0/Modern/Hallgr¡mskirkja/Hallgr¡mskirkja-16.jpeg,Modern,Hallgr¡mskirkja
data/Landmarks-v1_0/Modern/Hallgr¡mskirkja/Hallgr¡mskirkja-20.jpg,Modern,Hallgr¡mskirkja
data/Landmarks-v1_0/Modern/Hallgr¡mskirkja/Hallgr¡mskirkja-14.jpeg,Modern,Hallgr¡mskirkja
